sequence_number,timestamp,pm1,pm25,pm10,co2,temperature,DPS_tem,humidity,pressure,pressure_change_pa_per_sec,nox,tvoc,voc_raw,nox_raw,source_flag,station_id,station_name,line_id,line_name,gps_lat,gps_lng
7580,2026-08-12T16:57:26.000+01:00,134.9677276611328,166.54212951660156,196.4931182861328,1186.0,32.930877685546875,36.141685485839844,39.33623123168945,1022.9949340820312,5.755615234375,1.0,341.0,30487,16716,live,940GZZLUTCR,Tottenham Court Road,,,,
7581,2026-08-12T16:57:36.000+01:00,142.16262817382812,174.82708740234375,205.62892150878906,1183.0,32.96025085449219,36.23213195800781,39.3713264465332,1022.755859375,2.3907470703125,1.0,342.0,30420,16703,live,940GZZLUTCR,Tottenham Court Road,,,,
7582,2026-08-12T16:57:46.000+01:00,159.49618530273438,194.02850341796875,225.9266357421875,1169.0,32.93621826171875,36.291969299316406,39.42473602294922,1022.5303955078125,2.254638671875,1.0,345.0,30405,16711,live,940GZZLUTCR,Tottenham Court Road,,,,
7583,2026-08-12T16:57:56.000+01:00,159.41749572753906,193.9061737060547,225.75509643554688,1169.0,32.9041748046875,36.335914611816406,39.47203826904297,1022.5030517578125,0.2734375,1.0,346.0,30416,16702,live,940GZZLUTCR,Tottenham Court Road,,,,
7584,2026-08-12T16:58:06.000+01:00,154.5316162109375,186.8796844482422,216.38990783691406,1168.0,32.99763488769531,36.4036865234375,39.3163948059082,1022.331787109375,1.712646484375,1.0,347.0,30398,16698,live,940GZZLUTCR,Tottenham Court Road,,,,
7585,2026-08-12T16:58:16.000+01:00,150.74542236328125,181.5734405517578,209.44589233398438,1167.0,33.069732666015625,36.45188903808594,39.2462043762207,1022.4349975585938,1.0321044921875,1.0,348.0,30378,16687,live,,,,,51.51622375037173,-0.13017604741079228
7586,2026-08-12T16:58:26.000+01:00,145.3734130859375,173.4056854248047,198.1508026123047,1168.0,33.1418342590332,36.519371032714844,39.39727020263672,1022.7056274414062,2.706298828125,1.0,350.0,30356,16694,live,,,,,51.51622375037173,-0.13017604741079228
7587,2026-08-12T16:58:36.000+01:00,138.4275360107422,164.9536895751953,188.3068389892578,1168.0,33.235294342041016,36.58146667480469,39.49492645263672,1024.49072265625,17.8509521484375,1.0,352.0,30328,16694,live,,,,,51.516188099970684,-0.13011058174972753
7588,2026-08-12T16:58:46.000+01:00,135.92181396484375,161.83206176757812,184.59173583984375,1169.0,33.331424713134766,36.638458251953125,39.649044036865234,1023.6683349609375,8.223876953125,1.0,356.0,30315,16705,live,,,,,51.516188099970684,-0.13011058174972753
7589,2026-08-12T16:58:56.000+01:00,136.87718200683594,163.7493133544922,187.6494598388672,1176.0,33.38483428955078,36.69800567626953,39.716182708740234,1024.1119384765625,4.43603515625,1.0,358.0,30309,16712,live,,,,,51.516188099970684,-0.13011058174972753
7590,2026-08-12T16:59:06.000+01:00,135.97032165527344,163.4846649169922,188.25794982910156,1200.0,33.464942932128906,36.751312255859375,39.745174407958984,1023.0525512695312,10.5938720703125,1.0,361.0,30264,16712,live,,,,,51.516188099970684,-0.13011058174972753
7591,2026-08-12T16:59:16.000+01:00,137.38119506835938,165.902587890625,191.84017944335938,1207.0,33.531700134277344,36.817100524902344,39.822994232177734,1022.4586181640625,5.9393310546875,1.0,363.0,30285,16716,live,940GZZLUTCR,Tottenham Court Road,,,,
7593,2026-08-12T16:59:36.000+01:00,133.663330078125,160.1846466064453,183.8759002685547,1251.0,33.69993209838867,36.94072723388672,39.848934173583984,1022.7400512695312,2.8143310546875,1.0,365.0,30264,16714,live,,,,,,
7594,2026-08-12T16:59:46.000+01:00,134.7642059326172,159.529052734375,180.93211364746094,1266.0,33.75600814819336,36.99601745605469,39.847408294677734,1023.058837890625,3.1878662109375,1.0,365.0,30245,16718,live,,,,,,
7595,2026-08-12T16:59:56.000+01:00,133.63055419921875,157.0483856201172,176.83953857421875,1282.0,33.814754486083984,37.075408935546875,39.844356536865234,1023.0357666015625,0.230712890625,1.0,365.0,30243,16718,live,,,,,,
7596,2026-08-12T17:00:06.000+01:00,131.8118896484375,156.4827423095703,177.98094177246094,1284.0,33.86281967163086,37.11766052246094,39.89166259765625,1023.0530395507812,0.1727294921875,1.0,363.0,30309,16732,live,940GZZLUHBN,Holborn,,,,
7597,2026-08-12T17:00:16.000+01:00,128.85934448242188,155.21157836914062,179.03733825683594,1285.0,33.916229248046875,37.18571472167969,39.34538650512695,1023.2637329101562,2.10693359375,1.0,356.0,30341,16735,live,940GZZLUHBN,Holborn,,,,
7598,2026-08-12T17:00:26.000+01:00,126.82295227050781,154.97265625,181.20574951171875,1277.0,33.980316162109375,37.25007629394531,39.02189636230469,1023.1334228515625,1.3031005859375,1.0,351.0,30373,16719,live,940GZZLUHBN,Holborn,,,,
7599,2026-08-12T17:00:36.000+01:00,124.45189666748047,151.32606506347656,176.12657165527344,1258.0,34.00434875488281,37.318695068359375,38.518348693847656,1023.0365600585938,0.9686279296875,1.0,344.0,30438,16719,live,940GZZLUHBN,Holborn,,,,
